Payment,TextPassage
urn:cite:phoros:payrec.546,urn:cts:phoros:stele1.year:front.2.34
urn:cite:phoros:payrec.547,urn:cts:phoros:stele1.year:front.2.35
urn:cite:phoros:payrec.548,urn:cts:phoros:stele1.year:front.2.36
urn:cite:phoros:payrec.549,urn:cts:phoros:stele1.year:front.2.37
urn:cite:phoros:payrec.550,urn:cts:phoros:stele1.year:front.2.38
urn:cite:phoros:payrec.551,urn:cts:phoros:stele1.year:front.3.2
urn:cite:phoros:payrec.552,urn:cts:phoros:stele1.year:front.3.3
urn:cite:phoros:payrec.553,urn:cts:phoros:stele1.year:front.3.4
urn:cite:phoros:payrec.554,urn:cts:phoros:stele1.year:front.3.5
urn:cite:phoros:payrec.555,urn:cts:phoros:stele1.year:front.3.6
urn:cite:phoros:payrec.556,urn:cts:phoros:stele1.year:front.3.7
urn:cite:phoros:payrec.557,urn:cts:phoros:stele1.year:front.3.8
urn:cite:phoros:payrec.558,urn:cts:phoros:stele1.year:front.3.9
urn:cite:phoros:payrec.559,urn:cts:phoros:stele1.year:front.3.10
urn:cite:phoros:payrec.560,urn:cts:phoros:stele1.year:front.3.11
urn:cite:phoros:payrec.561,urn:cts:phoros:stele1.year:front.3.12
urn:cite:phoros:payrec.562,urn:cts:phoros:stele1.year:front.3.13
urn:cite:phoros:payrec.563,urn:cts:phoros:stele1.year:front.3.14
urn:cite:phoros:payrec.564,urn:cts:phoros:stele1.year:front.3.15
urn:cite:phoros:payrec.565,urn:cts:phoros:stele1.year:front.3.16
urn:cite:phoros:payrec.566,urn:cts:phoros:stele1.year:front.3.17
urn:cite:phoros:payrec.567,urn:cts:phoros:stele1.year:front.3.18
urn:cite:phoros:payrec.568,urn:cts:phoros:stele1.year:front.3.19
urn:cite:phoros:payrec.569,urn:cts:phoros:stele1.year:front.3.20
urn:cite:phoros:payrec.570,urn:cts:phoros:stele1.year:front.3.21
urn:cite:phoros:payrec.571,urn:cts:phoros:stele1.year:front.3.22
urn:cite:phoros:payrec.572,urn:cts:phoros:stele1.year:front.3.23
urn:cite:phoros:payrec.573,urn:cts:phoros:stele1.year:front.3.24
urn:cite:phoros:payrec.574,urn:cts:phoros:stele1.year:front.3.25
urn:cite:phoros:payrec.575,urn:cts:phoros:stele1.year:front.3.26
urn:cite:phoros:payrec.576,urn:cts:phoros:stele1.year:front.3.27
urn:cite:phoros:payrec.577,urn:cts:phoros:stele1.year:front.3.28
urn:cite:phoros:payrec.578,urn:cts:phoros:stele1.year:front.3.30
urn:cite:phoros:payrec.579,urn:cts:phoros:stele1.year:front.3.31
urn:cite:phoros:payrec.580,urn:cts:phoros:stele1.year:front.3.32
urn:cite:phoros:payrec.581,urn:cts:phoros:stele1.year:front.3.33
urn:cite:phoros:payrec.582,urn:cts:phoros:stele1.year:front.3.34
urn:cite:phoros:payrec.583,urn:cts:phoros:stele1.year:front.3.35
urn:cite:phoros:payrec.584,urn:cts:phoros:stele1.year:front.3.36
urn:cite:phoros:payrec.585,urn:cts:phoros:stele1.year:front.3.37
urn:cite:phoros:payrec.586,urn:cts:phoros:stele1.year:front.3.38
urn:cite:phoros:payrec.587,urn:cts:phoros:stele1.year:front.3.39
urn:cite:phoros:payrec.588,urn:cts:phoros:stele1.year:front.3.40
urn:cite:phoros:payrec.589,urn:cts:phoros:stele1.year:front.3.2
urn:cite:phoros:payrec.590,urn:cts:phoros:stele1.year:front.3.3
urn:cite:phoros:payrec.591,urn:cts:phoros:stele1.year:front.3.4
urn:cite:phoros:payrec.592,urn:cts:phoros:stele1.year:front.3.5
urn:cite:phoros:payrec.593,urn:cts:phoros:stele1.year:front.3.6
urn:cite:phoros:payrec.594,urn:cts:phoros:stele1.year:front.3.7
urn:cite:phoros:payrec.595,urn:cts:phoros:stele1.year:front.3.8
urn:cite:phoros:payrec.596,urn:cts:phoros:stele1.year:front.3.9
urn:cite:phoros:payrec.597,urn:cts:phoros:stele1.year:front.3.10
urn:cite:phoros:payrec.598,urn:cts:phoros:stele1.year:front.3.11
urn:cite:phoros:payrec.599,urn:cts:phoros:stele1.year:front.3.12
urn:cite:phoros:payrec.600,urn:cts:phoros:stele1.year:front.3.13
urn:cite:phoros:payrec.601,urn:cts:phoros:stele1.year:front.3.14
urn:cite:phoros:payrec.602,urn:cts:phoros:stele1.year:front.3.15
urn:cite:phoros:payrec.603,urn:cts:phoros:stele1.year:front.3.16
urn:cite:phoros:payrec.604,urn:cts:phoros:stele1.year:front.3.17
urn:cite:phoros:payrec.605,urn:cts:phoros:stele1.year:front.3.18
urn:cite:phoros:payrec.606,urn:cts:phoros:stele1.year:front.3.19
urn:cite:phoros:payrec.607,urn:cts:phoros:stele1.year:front.3.20
urn:cite:phoros:payrec.608,urn:cts:phoros:stele1.year:front.3.21
urn:cite:phoros:payrec.609,urn:cts:phoros:stele1.year:front.3.22
urn:cite:phoros:payrec.610,urn:cts:phoros:stele1.year:front.3.23
urn:cite:phoros:payrec.611,urn:cts:phoros:stele1.year:front.3.24
urn:cite:phoros:payrec.612,urn:cts:phoros:stele1.year:front.3.25
urn:cite:phoros:payrec.613,urn:cts:phoros:stele1.year:front.3.26
urn:cite:phoros:payrec.614,urn:cts:phoros:stele1.year:front.3.27
urn:cite:phoros:payrec.615,urn:cts:phoros:stele1.year:front.3.28
urn:cite:phoros:payrec.616,urn:cts:phoros:stele1.year:front.3.29
urn:cite:phoros:payrec.617,urn:cts:phoros:stele1.year:front.3.30
urn:cite:phoros:payrec.618,urn:cts:phoros:stele1.year:front.3.31
urn:cite:phoros:payrec.619,urn:cts:phoros:stele1.year:front.3.32
urn:cite:phoros:payrec.620,urn:cts:phoros:stele1.year:front.3.33
urn:cite:phoros:payrec.621,urn:cts:phoros:stele1.year:front.3.34
urn:cite:phoros:payrec.622,urn:cts:phoros:stele1.year:front.3.35
urn:cite:phoros:payrec.623,urn:cts:phoros:stele1.year:front.3.36
urn:cite:phoros:payrec.624,urn:cts:phoros:stele1.year:front.3.37
urn:cite:phoros:payrec.625,urn:cts:phoros:stele1.year:front.3.38
urn:cite:phoros:payrec.626,urn:cts:phoros:stele1.year:
urn:cite:phoros:payrec.627,urn:cts:phoros:stele1.year:right.1.4
urn:cite:phoros:payrec.628,urn:cts:phoros:stele1.year:right.1.5
urn:cite:phoros:payrec.629,urn:cts:phoros:stele1.year:right.1.6
urn:cite:phoros:payrec.630,urn:cts:phoros:stele1.year:right.1.7
urn:cite:phoros:payrec.631,urn:cts:phoros:stele1.year:right.1.8
urn:cite:phoros:payrec.632,urn:cts:phoros:stele1.year:right.1.9
urn:cite:phoros:payrec.633,urn:cts:phoros:stele1.year:right.1.10
urn:cite:phoros:payrec.634,urn:cts:phoros:stele1.year:right.1.11
urn:cite:phoros:payrec.635,urn:cts:phoros:stele1.year:right.1.12
urn:cite:phoros:payrec.636,urn:cts:phoros:stele1.year:right.1.13
urn:cite:phoros:payrec.637,urn:cts:phoros:stele1.year:right.1.14
urn:cite:phoros:payrec.638,urn:cts:phoros:stele1.year:right.1.15
urn:cite:phoros:payrec.639,urn:cts:phoros:stele1.year:right.1.16
urn:cite:phoros:payrec.640,urn:cts:phoros:stele1.year:right.1.17
urn:cite:phoros:payrec.641,urn:cts:phoros:stele1.year:right.1.18
urn:cite:phoros:payrec.642,urn:cts:phoros:stele1.year:right.1.19
urn:cite:phoros:payrec.643,urn:cts:phoros:stele1.year:right.1.20
urn:cite:phoros:payrec.644,urn:cts:phoros:stele1.year:right.1.21
urn:cite:phoros:payrec.645,urn:cts:phoros:stele1.year:right.1.22
urn:cite:phoros:payrec.646,urn:cts:phoros:stele1.year:right.1.23
urn:cite:phoros:payrec.647,urn:cts:phoros:stele1.year:right.1.24
urn:cite:phoros:payrec.648,urn:cts:phoros:stele1.year:right.1.25
urn:cite:phoros:payrec.649,urn:cts:phoros:stele1.year:right.1.26
urn:cite:phoros:payrec.650,urn:cts:phoros:stele1.year:right.1.27
urn:cite:phoros:payrec.651,urn:cts:phoros:stele1.year:right.1.28
urn:cite:phoros:payrec.652,urn:cts:phoros:stele1.year:right.1.29
urn:cite:phoros:payrec.653,urn:cts:phoros:stele1.year:right.1.30
urn:cite:phoros:payrec.654,urn:cts:phoros:stele1.year:right.1.31
urn:cite:phoros:payrec.655,urn:cts:phoros:stele1.year:right.1.32
urn:cite:phoros:payrec.656,urn:cts:phoros:stele1.year:right.1.33
urn:cite:phoros:payrec.657,urn:cts:phoros:stele1.year:right.1.35
urn:cite:phoros:payrec.658,urn:cts:phoros:stele1.year:right.1.36
urn:cite:phoros:payrec.659,urn:cts:phoros:stele1.year:right.1.37
urn:cite:phoros:payrec.660,urn:cts:phoros:stele1.year:right.1.38
urn:cite:phoros:payrec.661,urn:cts:phoros:stele1.year:right.1.39
urn:cite:phoros:payrec.662,urn:cts:phoros:stele1.year:right.1.40
urn:cite:phoros:payrec.663,urn:cts:phoros:stele1.year:right.1.41
urn:cite:phoros:payrec.664,urn:cts:phoros:stele1.year:right.1.42
urn:cite:phoros:payrec.665,urn:cts:phoros:stele1.year:right.1.43
urn:cite:phoros:payrec.666,urn:cts:phoros:stele1.year:right.1.44
urn:cite:phoros:payrec.667,urn:cts:phoros:stele1.year:right.1.45
urn:cite:phoros:payrec.668,urn:cts:phoros:stele1.year:right.1.46
urn:cite:phoros:payrec.669,urn:cts:phoros:stele1.year:right.1.47
urn:cite:phoros:payrec.670,urn:cts:phoros:stele1.year:right.1.48
urn:cite:phoros:payrec.671,urn:cts:phoros:stele1.year:right.1.49
urn:cite:phoros:payrec.672,urn:cts:phoros:stele1.year:right.1.50
urn:cite:phoros:payrec.673,urn:cts:phoros:stele1.year:right.1.51
urn:cite:phoros:payrec.674,urn:cts:phoros:stele1.year:right.1.52
urn:cite:phoros:payrec.675,urn:cts:phoros:stele1.year:right.1.53
urn:cite:phoros:payrec.676,urn:cts:phoros:stele1.year:right.1.54
urn:cite:phoros:payrec.677,urn:cts:phoros:stele1.year:right.1.55
urn:cite:phoros:payrec.678,urn:cts:phoros:stele1.year:right.1.56
urn:cite:phoros:payrec.679,urn:cts:phoros:stele1.year:right.1.57
urn:cite:phoros:payrec.680,urn:cts:phoros:stele1.year:right.1.58
urn:cite:phoros:payrec.681,urn:cts:phoros:stele1.year:right.1.59
urn:cite:phoros:payrec.682,urn:cts:phoros:stele1.year:right.1.60
urn:cite:phoros:payrec.683,urn:cts:phoros:stele1.year:right.1.61
urn:cite:phoros:payrec.684,urn:cts:phoros:stele1.year:right.1.62
urn:cite:phoros:payrec.685,urn:cts:phoros:stele1.year:right.1.63
urn:cite:phoros:payrec.686,urn:cts:phoros:stele1.year:right.1.64
urn:cite:phoros:payrec.687,urn:cts:phoros:stele1.year:right.1.65
urn:cite:phoros:payrec.688,urn:cts:phoros:stele1.year:right.1.66
urn:cite:phoros:payrec.689,urn:cts:phoros:stele1.year:right.1.67
urn:cite:phoros:payrec.690,urn:cts:phoros:stele1.year:right.1.68
urn:cite:phoros:payrec.691,urn:cts:phoros:stele1.year:right.1.69
urn:cite:phoros:payrec.692,urn:cts:phoros:stele1.year:right.1.70
urn:cite:phoros:payrec.693,urn:cts:phoros:stele1.year:right.1.71
urn:cite:phoros:payrec.694,urn:cts:phoros:stele1.year:right.1.72
urn:cite:phoros:payrec.695,urn:cts:phoros:stele1.year:right.1.73
urn:cite:phoros:payrec.696,urn:cts:phoros:stele1.year:right.1.74
urn:cite:phoros:payrec.697,urn:cts:phoros:stele1.year:right.1.75
urn:cite:phoros:payrec.698,urn:cts:phoros:stele1.year:right.1.76
urn:cite:phoros:payrec.699,urn:cts:phoros:stele1.year:right.1.77
urn:cite:phoros:payrec.700,urn:cts:phoros:stele1.year:right.1.78
urn:cite:phoros:payrec.701,urn:cts:phoros:stele1.year:right.1.79
urn:cite:phoros:payrec.702,urn:cts:phoros:stele1.year:right.1.80
urn:cite:phoros:payrec.703,urn:cts:phoros:stele1.year:right.1.81
urn:cite:phoros:payrec.704,urn:cts:phoros:stele1.year:right.1.82
urn:cite:phoros:payrec.705,urn:cts:phoros:stele1.year:right.1.83
urn:cite:phoros:payrec.706,urn:cts:phoros:stele1.year:right.1.84
urn:cite:phoros:payrec.707,urn:cts:phoros:stele1.year:right.1.85
urn:cite:phoros:payrec.708,urn:cts:phoros:stele1.year:right.1.86
urn:cite:phoros:payrec.709,urn:cts:phoros:stele1.year:right.1.88
urn:cite:phoros:payrec.710,urn:cts:phoros:stele1.year:right.1.89
urn:cite:phoros:payrec.711,urn:cts:phoros:stele1.year:right.1.90
urn:cite:phoros:payrec.712,urn:cts:phoros:stele1.year:right.1.91
urn:cite:phoros:payrec.713,urn:cts:phoros:stele1.year:right.1.92
urn:cite:phoros:payrec.714,urn:cts:phoros:stele1.year:right.1.93
urn:cite:phoros:payrec.715,urn:cts:phoros:stele1.year:right.1.94
urn:cite:phoros:payrec.716,urn:cts:phoros:stele1.year:right.1.95
urn:cite:phoros:payrec.717,urn:cts:phoros:stele1.year:right.1.96
urn:cite:phoros:payrec.718,urn:cts:phoros:stele1.year:right.1.97
urn:cite:phoros:payrec.719,urn:cts:phoros:stele1.year:right.1.98
urn:cite:phoros:payrec.720,urn:cts:phoros:stele1.year:right.1.99
urn:cite:phoros:payrec.721,urn:cts:phoros:stele1.year:right.1.100
urn:cite:phoros:payrec.722,urn:cts:phoros:stele1.year:right.1.101
urn:cite:phoros:payrec.723,urn:cts:phoros:stele1.year:right.1.102
urn:cite:phoros:payrec.724,urn:cts:phoros:stele1.year:right.1.103
urn:cite:phoros:payrec.725,urn:cts:phoros:stele1.year:right.1.104
urn:cite:phoros:payrec.726,urn:cts:phoros:stele1.year:right.1.105
urn:cite:phoros:payrec.727,urn:cts:phoros:stele1.year:right.1.106
urn:cite:phoros:payrec.728,urn:cts:phoros:stele1.year:right.1.107
urn:cite:phoros:payrec.729,urn:cts:phoros:stele1.year:right.1.108
urn:cite:phoros:payrec.730,urn:cts:phoros:stele1.year:right.1.109
urn:cite:phoros:payrec.731,urn:cts:phoros:stele1.year:right.1.110
urn:cite:phoros:payrec.732,urn:cts:phoros:stele1.year:right.1.111
urn:cite:phoros:payrec.733,urn:cts:phoros:stele1.year:right.1.112
urn:cite:phoros:payrec.734,urn:cts:phoros:stele1.year:right.1.113
urn:cite:phoros:payrec.735,urn:cts:phoros:stele1.year:right.2.6
urn:cite:phoros:payrec.736,urn:cts:phoros:stele1.year:right.2.7
urn:cite:phoros:payrec.737,urn:cts:phoros:stele1.year:right.2.8
urn:cite:phoros:payrec.738,urn:cts:phoros:stele1.year:right.2.9
urn:cite:phoros:payrec.739,urn:cts:phoros:stele1.year:right.2.10
urn:cite:phoros:payrec.740,urn:cts:phoros:stele1.year:right.2.11
urn:cite:phoros:payrec.741,urn:cts:phoros:stele1.year:right.2.12
urn:cite:phoros:payrec.742,urn:cts:phoros:stele1.year:right.2.13
urn:cite:phoros:payrec.743,urn:cts:phoros:stele1.year:right.2.14
urn:cite:phoros:payrec.744,urn:cts:phoros:stele1.year:right.2.15
urn:cite:phoros:payrec.745,urn:cts:phoros:stele1.year:right.2.16
urn:cite:phoros:payrec.746,urn:cts:phoros:stele1.year:right.2.17
urn:cite:phoros:payrec.747,urn:cts:phoros:stele1.year:right.2.18
urn:cite:phoros:payrec.748,urn:cts:phoros:stele1.year:right.2.19
urn:cite:phoros:payrec.749,urn:cts:phoros:stele1.year:right.2.20
urn:cite:phoros:payrec.750,urn:cts:phoros:stele1.year:right.2.21
urn:cite:phoros:payrec.751,urn:cts:phoros:stele1.year:right.2.22
urn:cite:phoros:payrec.752,urn:cts:phoros:stele1.year:right.2.23
urn:cite:phoros:payrec.753,urn:cts:phoros:stele1.year:right.2.24
urn:cite:phoros:payrec.754,urn:cts:phoros:stele1.year:right.2.25
urn:cite:phoros:payrec.755,urn:cts:phoros:stele1.year:right.2.26
urn:cite:phoros:payrec.756,urn:cts:phoros:stele1.year:right.2.27
urn:cite:phoros:payrec.757,urn:cts:phoros:stele1.year:right.2.28
urn:cite:phoros:payrec.758,urn:cts:phoros:stele1.year:right.2.29
urn:cite:phoros:payrec.759,urn:cts:phoros:stele1.year:right.2.30
urn:cite:phoros:payrec.760,urn:cts:phoros:stele1.year:right.2.31
urn:cite:phoros:payrec.761,urn:cts:phoros:stele1.year:right.2.32
urn:cite:phoros:payrec.762,urn:cts:phoros:stele1.year:right.2.33
urn:cite:phoros:payrec.763,urn:cts:phoros:stele1.year:right.2.34
urn:cite:phoros:payrec.764,urn:cts:phoros:stele1.year:right.2.35
urn:cite:phoros:payrec.765,urn:cts:phoros:stele1.year:right.2.36
urn:cite:phoros:payrec.766,urn:cts:phoros:stele1.year:right.2.37
urn:cite:phoros:payrec.767,urn:cts:phoros:stele1.year:right.2.38
urn:cite:phoros:payrec.768,urn:cts:phoros:stele1.year:right.2.39
urn:cite:phoros:payrec.769,urn:cts:phoros:stele1.year:right.2.40
urn:cite:phoros:payrec.770,urn:cts:phoros:stele1.year:right.2.41
urn:cite:phoros:payrec.771,urn:cts:phoros:stele1.year:right.2.42
urn:cite:phoros:payrec.772,urn:cts:phoros:stele1.year:right.2.43
urn:cite:phoros:payrec.773,urn:cts:phoros:stele1.year:right.2.44
urn:cite:phoros:payrec.774,urn:cts:phoros:stele1.year:right.2.45
urn:cite:phoros:payrec.775,urn:cts:phoros:stele1.year:right.2.46
urn:cite:phoros:payrec.776,urn:cts:phoros:stele1.year:right.2.47
urn:cite:phoros:payrec.777,urn:cts:phoros:stele1.year:right.2.48
urn:cite:phoros:payrec.778,urn:cts:phoros:stele1.year:right.2.49
urn:cite:phoros:payrec.779,urn:cts:phoros:stele1.year:right.2.50
urn:cite:phoros:payrec.780,urn:cts:phoros:stele1.year:right.2.51
urn:cite:phoros:payrec.781,urn:cts:phoros:stele1.year:right.2.52
urn:cite:phoros:payrec.782,urn:cts:phoros:stele1.year:right.2.53
urn:cite:phoros:payrec.783,urn:cts:phoros:stele1.year:right.2.54
urn:cite:phoros:payrec.784,urn:cts:phoros:stele1.year:right.2.55
urn:cite:phoros:payrec.785,urn:cts:phoros:stele1.year:right.2.56
urn:cite:phoros:payrec.786,urn:cts:phoros:stele1.year:right.2.57
urn:cite:phoros:payrec.787,urn:cts:phoros:stele1.year:right.2.58
urn:cite:phoros:payrec.788,urn:cts:phoros:stele1.year:right.2.59
urn:cite:phoros:payrec.789,urn:cts:phoros:stele1.year:right.2.61
urn:cite:phoros:payrec.790,urn:cts:phoros:stele1.year:right.2.62
urn:cite:phoros:payrec.791,urn:cts:phoros:stele1.year:right.2.63
urn:cite:phoros:payrec.792,urn:cts:phoros:stele1.year:right.2.64
urn:cite:phoros:payrec.793,urn:cts:phoros:stele1.year:right.2.65
urn:cite:phoros:payrec.794,urn:cts:phoros:stele1.year:right.2.66
urn:cite:phoros:payrec.795,urn:cts:phoros:stele1.year:right.2.67
urn:cite:phoros:payrec.796,urn:cts:phoros:stele1.year:right.2.68
urn:cite:phoros:payrec.797,urn:cts:phoros:stele1.year:right.2.69
urn:cite:phoros:payrec.798,urn:cts:phoros:stele1.year:right.2.70
urn:cite:phoros:payrec.799,urn:cts:phoros:stele1.year:right.2.71
urn:cite:phoros:payrec.800,urn:cts:phoros:stele1.year:right.2.72
urn:cite:phoros:payrec.801,urn:cts:phoros:stele1.year:right.2.73
urn:cite:phoros:payrec.802,urn:cts:phoros:stele1.year:right.2.74
urn:cite:phoros:payrec.803,urn:cts:phoros:stele1.year:right.2.75
urn:cite:phoros:payrec.804,urn:cts:phoros:stele1.year:right.2.76
urn:cite:phoros:payrec.805,urn:cts:phoros:stele1.year:right.2.100
urn:cite:phoros:payrec.806,urn:cts:phoros:stele1.year:right.2.101
urn:cite:phoros:payrec.807,urn:cts:phoros:stele1.year:right.2.102
urn:cite:phoros:payrec.808,urn:cts:phoros:stele1.year:right.2.103
urn:cite:phoros:payrec.809,urn:cts:phoros:stele1.year:right.2.104
urn:cite:phoros:payrec.810,urn:cts:phoros:stele1.year:right.2.105
urn:cite:phoros:payrec.811,urn:cts:phoros:stele1.year:right.2.106
urn:cite:phoros:payrec.812,urn:cts:phoros:stele1.year:right.2.107
urn:cite:phoros:payrec.813,urn:cts:phoros:stele1.year:right.2.108
urn:cite:phoros:payrec.814,urn:cts:phoros:stele1.year:right.2.109
urn:cite:phoros:payrec.815,urn:cts:phoros:stele1.year:right.2.110
urn:cite:phoros:payrec.816,urn:cts:phoros:stele1.year:right.2.111
urn:cite:phoros:payrec.817,urn:cts:phoros:stele1.year:right.2.112
